,DomainID,OrganismID,Genus,Organism,C
741,IRD-305,51240,Juglans,Juglans regia (English walnut),8
742,IRD-96,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
743,IRD-101,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
744,IRD-289,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
745,IRD-67,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
746,IRD-282,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
747,IRD-474,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
748,IRD-502,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
749,IRD-49,4072,Capsicum,Capsicum annuum (Capsicum pepper),7
750,IRD-120,4072,Capsicum,Capsicum annuum (Capsicum pepper),4
751,IRD-693,4072,Capsicum,Capsicum annuum (Capsicum pepper),3
752,IRD-136,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
753,IRD-404,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
754,IRD-10,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
755,IRD-234,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),4
756,IRD-412,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
757,IRD-518,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
758,IRD-146,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
759,IRD-123,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
760,IRD-534,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
761,IRD-145,4072,Capsicum,Capsicum annuum (Capsicum pepper),6
762,IRD-448,4072,Capsicum,Capsicum annuum (Capsicum pepper),6
763,IRD-91,4072,Capsicum,Capsicum annuum (Capsicum pepper),9
764,IRD-125,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
765,IRD-544,4072,Capsicum,Capsicum annuum (Capsicum pepper),9
766,IRD-688,63057,Trema,Trema orientale (Charcoal tree) (Celtis orientalis),8
767,IRD-116,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
768,IRD-564,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
769,IRD-48,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
770,IRD-128,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
771,IRD-557,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
772,IRD-102,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
773,IRD-547,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
774,IRD-99,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
775,IRD-545,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
776,IRD-130,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
777,IRD-36,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
778,IRD-44,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
779,IRD-287,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
780,IRD-317,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
781,IRD-421,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
782,IRD-15,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
783,IRD-296,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
784,IRD-416,4072,Capsicum,Capsicum annuum (Capsicum pepper),8
785,IRD-87,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
786,IRD-88,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
787,IRD-134,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
788,IRD-461,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
789,IRD-542,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
790,IRD-543,80379,Capsicum,Capsicum chinense (Scotch bonnet) (Bonnet pepper),8
